title,box_off_num
성난 화가,304289.38069180754
은밀한 유혹,1783199.1159731674
혜경궁 홍씨,753649.459981901
무뢰한,1550542.5940937987
간신,2212165.226547155
연애의 맛,643594.9102380613
잡식가족의 딜레마,223596.59847476354
플랑크 상수,-154050.5064359627
장수상회,1973603.0275553763
파울볼,58816.795491044635
춘희막이,393343.6989037819
덫: 치명적인 유혹,270411.23191401997
션샤인 러브,483272.3968900883
사도,2563337.91935238
돼지 같은 여자,624589.5006904759
사랑이 이긴다,359267.5186615731
슈퍼레이서 엔지,207269071.99761972
제 7기사단,641645.0711982106
고백,163084.80350990882
미쓰 와이프,1572397.2055065644
위로공단,363343.92716298904
베테랑,3164175.5057878685
악인은 살아 있다,399224.0781218954
쓰리 썸머 나잇,1762785.1795663696
마돈나,600433.1397354922
"나의 아들, 나의 어머니",87820.12412390696
슬픈남자,281106.9500087081
타이밍,375688.94056947884
타투,540207.4482507015
어떤이의 꿈,-78895.71589433723
해에게서 소년에게,79198.52862178344
울보 권투부,30720.269857479463
어떤살인,810092.6318332782
말하지 못한 비밀,201861.75590715674
조선안방 스캔들-칠거지악 2,-74055.92988819325
