title,box_off_num
설해,447082.24422846717
나의 절친 악당들,897484.3396241871
연평해전,2499390.5057723545
극비수사,1369280.5984782795
성난 화가,156508.25827840067
은밀한 유혹,1613366.1105947972
혜경궁 홍씨,324952.01842626143
무뢰한,1786811.030937478
간신,1843462.8491324226
연애의 맛,732375.1657947906
잡식가족의 딜레마,125087.61982637194
플랑크 상수,-55591.286604693305
장수상회,1455932.9632217104
파울볼,51434.99167944904
춘희막이,194301.5665134089
덫: 치명적인 유혹,194797.7582520357
션샤인 러브,279125.51372208394
사도,2601036.5976375467
돼지 같은 여자,232963.53194980844
사랑이 이긴다,167864.52691288906
슈퍼레이서 엔지,58900601.00383592
제 7기사단,397065.7290447251
고백,105697.11114502152
미쓰 와이프,1216372.3366790458
위로공단,134836.35203806727
베테랑,3755938.6320686885
악인은 살아 있다,194977.1901545749
쓰리 썸머 나잇,1496086.1034924816
마돈나,576620.9860846841
"나의 아들, 나의 어머니",-16074.626662981662
슬픈남자,109875.06728832592
타이밍,148973.2808796113
타투,259654.70497738034
어떤이의 꿈,-43221.38956504961
해에게서 소년에게,17725.008289032558
울보 권투부,22520.875908311205
어떤살인,707090.4993631067
말하지 못한 비밀,128583.96744364036
조선안방 스캔들-칠거지악 2,-42978.6410253786
